fid,label,start_date,end_date,longitude,latitude
"2750",girassol,2022/03/06,2022/06/20,-49.4614113028366,-18.070963411363
"2751",girassol,2022/03/06,2022/06/20,-49.4641970750752,-18.0723553906225
"2752",girassol,2022/03/06,2022/06/20,-49.4627168257015,-18.072373710409
"2753",girassol,2022/03/06,2022/06/20,-49.4643461946771,-18.0740858821093
"2754",girassol,2022/03/06,2022/06/20,-49.4641366045078,-18.072621810073
"2755",girassol,2022/03/06,2022/06/20,-49.4631645705803,-18.0727961298977
"2756",girassol,2022/03/06,2022/06/20,-49.4657348235835,-18.0744551967173
"2757",girassol,2022/03/06,2022/06/20,-49.4621107359503,-18.0755629509003
"2758",girassol,2022/03/06,2022/06/20,-49.4608857958356,-18.0730686705758
"2759",girassol,2022/03/06,2022/06/20,-49.4627568898295,-18.0717964781518
"2760",girassol,2022/03/06,2022/06/20,-49.4615111242056,-18.0767449377309
"2761",girassol,2022/03/06,2022/06/20,-49.4591812482157,-18.0725642616351
"2762",girassol,2022/03/06,2022/06/20,-49.4631872380409,-18.0746741857328
"2763",girassol,2022/03/06,2022/06/20,-49.4660205934201,-18.0738961699258
"2764",girassol,2022/03/06,2022/06/20,-49.4631438961822,-18.076069608526
"2765",girassol,2022/03/06,2022/06/20,-49.4614994155076,-18.0722406635453
"2766",girassol,2022/03/06,2022/06/20,-49.4652000825272,-18.0730557564606
"2767",girassol,2022/03/06,2022/06/20,-49.4590175357328,-18.0720110199696
"2768",girassol,2022/03/06,2022/06/20,-49.4611502091286,-18.0734275296088
"2769",girassol,2022/03/06,2022/06/20,-49.4639502436089,-18.0745415822804
"2770",girassol,2022/03/06,2022/06/20,-49.4605356868405,-18.0710688841951
"2771",girassol,2022/03/06,2022/06/20,-49.4581897425465,-18.0713192977062
"2772",girassol,2022/03/06,2022/06/20,-49.4589067754887,-18.0711909476311
"2773",girassol,2022/03/06,2022/06/20,-49.4617121527924,-18.0776883311349
"2774",girassol,2022/03/06,2022/06/20,-49.463526366524,-18.0746052344957
"2775",girassol,2022/03/06,2022/06/20,-49.4628299462663,-18.077224945537
"2776",girassol,2022/03/06,2022/06/20,-49.4578554849257,-18.071318019786
"2777",girassol,2022/03/06,2022/06/20,-49.4653470320537,-18.0735993953789
"2778",girassol,2022/03/06,2022/06/20,-49.4617246133046,-18.0714445763239
"2779",girassol,2022/03/06,2022/06/20,-49.4641758590047,-18.0730124811285
"2780",girassol,2022/03/06,2022/06/20,-49.4648585941311,-18.074795663643
"2781",girassol,2022/03/06,2022/06/20,-49.4606712239917,-18.0704380739798
"2782",girassol,2022/03/06,2022/06/20,-49.4583522875581,-18.0719512579722
"2783",girassol,2022/03/06,2022/06/20,-49.4626149882613,-18.0731570863394
"2784",girassol,2022/03/06,2022/06/20,-49.4641437663166,-18.0760771688337
"2785",girassol,2022/03/06,2022/06/20,-49.4581760709326,-18.0717030365865
"2786",girassol,2022/03/06,2022/06/20,-49.4642109600061,-18.0752016367117
"2787",girassol,2022/03/06,2022/06/20,-49.4635139887332,-18.0734562440027
"2788",girassol,2022/03/06,2022/06/20,-49.4628875586699,-18.0714816001338
"2789",girassol,2022/03/06,2022/06/20,-49.4587485649407,-18.0735714933324
"2790",girassol,2022/03/06,2022/06/20,-49.4620002542755,-18.0773122948967
"2791",girassol,2022/03/06,2022/06/20,-49.4654706051902,-18.0747753589689
"2792",girassol,2022/03/06,2022/06/20,-49.4616850594594,-18.0725132811143
"2793",girassol,2022/03/06,2022/06/20,-49.4626288625781,-18.0775566138718
"2794",girassol,2022/03/06,2022/06/20,-49.459466066352,-18.0734126544846
"2795",girassol,2022/03/06,2022/06/20,-49.462983956446,-18.0751238807421
"2796",girassol,2022/03/06,2022/06/20,-49.4612336382558,-18.0762421253318
"2797",girassol,2022/03/06,2022/06/20,-49.4622594877575,-18.072095713248
"2798",girassol,2022/03/06,2022/06/20,-49.4604462487536,-18.0721573834081
"2799",girassol,2022/03/06,2022/06/20,-49.4620683663333,-18.0714646109268
"2800",girassol,2022/03/06,2022/06/20,-49.4619006756453,-18.0702362336086
"2801",girassol,2022/03/06,2022/06/20,-49.4642049927319,-18.0757646076442
"2802",girassol,2022/03/06,2022/06/20,-49.462562686214,-18.0757618359068
"2803",girassol,2022/03/06,2022/06/20,-49.4628621195937,-18.0735662114352
"2804",girassol,2022/03/06,2022/06/20,-49.4601947106913,-18.0709576176168
"2805",girassol,2022/03/06,2022/06/20,-49.4609290442565,-18.0727725677235
"2806",girassol,2022/03/06,2022/06/20,-49.4642966805006,-18.0743949442182
"2807",girassol,2022/03/06,2022/06/20,-49.4608777923025,-18.0763726259483
"2808",girassol,2022/03/06,2022/06/20,-49.4624327166649,-18.0736070651679
"2809",girassol,2022/03/06,2022/06/20,-49.4634358727722,-18.0749741663816
"2810",girassol,2022/03/06,2022/06/20,-49.4634895610161,-18.0762035244797
"2811",girassol,2022/03/06,2022/06/20,-49.4624885435413,-18.0743917726886
"2812",girassol,2022/03/06,2022/06/20,-49.4612659736797,-18.0727037971682
"2813",girassol,2022/03/06,2022/06/20,-49.4611563410688,-18.0716524784937
"2814",girassol,2022/03/06,2022/06/20,-49.4643239687955,-18.0737492114385
"2815",girassol,2022/03/06,2022/06/20,-49.4605745653321,-18.0707362827254
"2816",girassol,2022/03/06,2022/06/20,-49.4625404570012,-18.0713380610103
"2817",girassol,2022/03/06,2022/06/20,-49.4586375364072,-18.0710173403473
"2818",girassol,2022/03/06,2022/06/20,-49.4580890620825,-18.072464143943
"2819",girassol,2022/03/06,2022/06/20,-49.4624360576708,-18.0747831594371
"2820",girassol,2022/03/06,2022/06/20,-49.4625367395041,-18.076922894941
"2821",girassol,2022/03/06,2022/06/20,-49.4629929085567,-18.0765318796167
"2822",girassol,2022/03/06,2022/06/20,-49.4616165275974,-18.0711786858029
"2823",girassol,2022/03/06,2022/06/20,-49.4634093404176,-18.0742641457822
"2824",girassol,2022/03/06,2022/06/20,-49.46206280701,-18.0779421599989
"2825",girassol,2022/03/06,2022/06/20,-49.4637974249015,-18.0758169233769
"2826",girassol,2022/03/06,2022/06/20,-49.4623390041703,-18.0733036977105
"2827",girassol,2022/03/06,2022/06/20,-49.4637467309285,-18.0741047047865
"2828",girassol,2022/03/06,2022/06/20,-49.4619876988656,-18.0731147061027
"2829",girassol,2022/03/06,2022/06/20,-49.4647159986194,-18.073424454681
"2830",girassol,2022/03/06,2022/06/20,-49.4626890156221,-18.075061517286
"2831",girassol,2022/03/06,2022/06/20,-49.4631648997546,-18.0756351417135
"2832",girassol,2022/03/06,2022/06/20,-49.4604155499253,-18.073311794357
"2833",girassol,2022/03/06,2022/06/20,-49.4617258484038,-18.0704808100454
"2834",girassol,2022/03/06,2022/06/20,-49.4622492109804,-18.0768493496309
"2835",girassol,2022/03/06,2022/06/20,-49.45993990837,-18.0724337977283
"2836",girassol,2022/03/06,2022/06/20,-49.4638144451533,-18.0720047927406
"2837",girassol,2022/03/06,2022/06/20,-49.4645221034405,-18.0726263021757
"2838",girassol,2022/03/06,2022/06/20,-49.4630375521507,-18.0711523724146
"2839",girassol,2022/03/06,2022/06/20,-49.4647961314157,-18.0743438017827
"2840",girassol,2022/03/06,2022/06/20,-49.4655283698577,-18.0740541184625
"2841",girassol,2022/03/06,2022/06/20,-49.4600432896233,-18.0730389301205
"2842",girassol,2022/03/06,2022/06/20,-49.4607923542124,-18.076652161357
"2843",girassol,2022/03/06,2022/06/20,-49.4613061585372,-18.0703679095767
"2844",girassol,2022/03/06,2022/06/20,-49.463798243151,-18.0751803699262
"2845",girassol,2022/03/06,2022/06/20,-49.4617559489208,-18.0717831473009
"2846",girassol,2022/03/06,2022/06/20,-49.4640577931767,-18.0741811379248
"2847",girassol,2022/03/06,2022/06/20,-49.4613123034891,-18.0729935313885
"2848",girassol,2022/03/06,2022/06/20,-49.4610259909152,-18.0723976164445
"2849",girassol,2022/03/06,2022/06/20,-49.4659056001817,-18.0742109914178
"2850",girassol,2022/03/06,2022/06/20,-49.4617767188534,-18.0758773411412
"2851",girassol,2022/03/06,2022/06/20,-49.4623167757519,-18.0729372363634
"2852",girassol,2022/03/06,2022/06/20,-49.4613159575358,-18.0770833990204
"2853",girassol,2022/03/06,2022/06/20,-49.4631826883076,-18.0767563607045
"2854",girassol,2022/03/06,2022/06/20,-49.4596992561889,-18.0708784092199
"2855",girassol,2022/03/06,2022/06/20,-49.4598546411873,-18.0721154632617
"2856",girassol,2022/03/06,2022/06/20,-49.4613484611675,-18.0741604105072
"2857",girassol,2022/03/06,2022/06/20,-49.4613074513049,-18.0777388645615
"2858",girassol,2022/03/06,2022/06/20,-49.4628546326929,-18.0728163220342
"2859",girassol,2022/03/06,2022/06/20,-49.4589483167497,-18.0708662758059
"2860",girassol,2022/03/06,2022/06/20,-49.4658701237383,-18.0734935478605
"2861",girassol,2022/03/06,2022/06/20,-49.4629418522553,-18.0731181569002
"2862",girassol,2022/03/06,2022/06/20,-49.460542622987,-18.0714983968869
"2863",girassol,2022/03/06,2022/06/20,-49.4597373421467,-18.0705917343979
"2864",girassol,2022/03/06,2022/06/20,-49.4621423626755,-18.0762109153575
"2865",girassol,2022/03/06,2022/06/20,-49.4637893132142,-18.0748751717495
"2866",girassol,2022/03/06,2022/06/20,-49.4651466459299,-18.0750828683645
"2867",girassol,2022/03/06,2022/06/20,-49.4639569272033,-18.0738683882101
"2868",girassol,2022/03/06,2022/06/20,-49.46539565078,-18.073300013747
"2869",girassol,2022/03/06,2022/06/20,-49.4618962209582,-18.0753134521833
"2870",girassol,2022/03/06,2022/06/20,-49.4618931383461,-18.077015820696
"2871",girassol,2022/03/06,2022/06/20,-49.4618988390575,-18.0747292894015
"2872",girassol,2022/03/06,2022/06/20,-49.4581423922042,-18.0727354316404
"2873",girassol,2022/03/06,2022/06/20,-49.460082976315,-18.0715458094713
"2874",girassol,2022/03/06,2022/06/20,-49.4628924117101,-18.074835689252
"2875",girassol,2022/03/06,2022/06/20,-49.4634652379948,-18.0726118705109
"2876",girassol,2022/03/06,2022/06/20,-49.464924054871,-18.0729580388791
"2877",girassol,2022/03/06,2022/06/20,-49.4611344135818,-18.0708463112253
"2878",girassol,2022/03/06,2022/06/20,-49.4611854781876,-18.0773413440583
"2879",girassol,2022/03/06,2022/06/20,-49.4594164989053,-18.0721873940875
"2880",girassol,2022/03/06,2022/06/20,-49.4638538599529,-18.0728718555221
"2881",girassol,2022/03/06,2022/06/20,-49.4588236597276,-18.0717788303323
"2882",girassol,2022/03/06,2022/06/20,-49.4592211233205,-18.0728718343579
"2883",girassol,2022/03/06,2022/06/20,-49.4611190195627,-18.0712270752471
"2884",girassol,2022/03/06,2022/06/20,-49.462183479635,-18.0758334238007
"2885",girassol,2022/03/06,2022/06/20,-49.458320363743,-18.0729567579772
"2886",girassol,2022/03/06,2022/06/20,-49.4601140358194,-18.0733417138169
"2887",girassol,2022/03/06,2022/06/20,-49.4608656317065,-18.0716331384062
"2888",girassol,2022/03/06,2022/06/20,-49.4623044034526,-18.0710830677935
"2889",girassol,2022/03/06,2022/06/20,-49.4587401369064,-18.0726441852082
"2890",girassol,2022/03/06,2022/06/20,-49.4638568623302,-18.0735598577484
"2891",girassol,2022/03/06,2022/06/20,-49.4595021383304,-18.071565398089
"2892",girassol,2022/03/06,2022/06/20,-49.4635420591227,-18.0753677320714
"2893",girassol,2022/03/06,2022/06/20,-49.462396698205,-18.0751386730124
"2894",girassol,2022/03/06,2022/06/20,-49.4621418708583,-18.0723515388911
"2895",girassol,2022/03/06,2022/06/20,-49.4598654573375,-18.071168451061
"2896",girassol,2022/03/06,2022/06/20,-49.4632600520737,-18.0764149965077
"2897",girassol,2022/03/06,2022/06/20,-49.4637723632582,-18.0760993478107
"2898",girassol,2022/03/06,2022/06/20,-49.4616464326982,-18.0707660273701
"2899",girassol,2022/03/06,2022/06/20,-49.4615417580373,-18.0732401720614
"2900",girassol,2022/03/06,2022/06/20,-49.4599950921542,-18.0718093848226
"2901",girassol,2022/03/06,2022/06/20,-49.4654624671342,-18.0743773534984
"2902",girassol,2022/03/06,2022/06/20,-49.4618029549995,-18.076360485775
"2903",girassol,2022/03/06,2022/06/20,-49.4612002644935,-18.0700540498937
"2904",girassol,2022/03/06,2022/06/20,-49.4592740503702,-18.0732020989773
"2905",girassol,2022/03/06,2022/06/20,-49.4614082784681,-18.0718445225759
"2906",girassol,2022/03/06,2022/06/20,-49.4617754370624,-18.0750030005858
"2907",girassol,2022/03/06,2022/06/20,-49.463517482288,-18.0714744859649
"2908",girassol,2022/03/06,2022/06/20,-49.4619999237126,-18.0782221163193
"2909",girassol,2022/03/06,2022/06/20,-49.4623571536066,-18.0779119991145
"2910",girassol,2022/03/06,2022/06/20,-49.4614798735787,-18.0744837048152
"2911",girassol,2022/03/06,2022/06/20,-49.4632668111443,-18.0717962115356
"2912",girassol,2022/03/06,2022/06/20,-49.4624109718171,-18.0705166920139
"2913",girassol,2022/03/06,2022/06/20,-49.4644803755787,-18.0723154869634
"2914",girassol,2022/03/06,2022/06/20,-49.4606299586617,-18.0726873062684
"2915",girassol,2022/03/06,2022/06/20,-49.4605126596307,-18.0764035696894
"2916",girassol,2022/03/06,2022/06/20,-49.4602557732715,-18.0723594768369
"2917",girassol,2022/03/06,2022/06/20,-49.4592018972975,-18.0735260106665
"2918",girassol,2022/03/06,2022/06/20,-49.4583278615268,-18.0710648396596
"2919",girassol,2022/03/06,2022/06/20,-49.4629479363223,-18.0725531570855
"2920",girassol,2022/03/06,2022/06/20,-49.4633056113576,-18.0721342790834
"2921",girassol,2022/03/06,2022/06/20,-49.4628880128256,-18.0762166858462
"2922",girassol,2022/03/06,2022/06/20,-49.4629759931316,-18.0744884731635
"2923",girassol,2022/03/06,2022/06/20,-49.4646258410462,-18.0739680961328
"2924",girassol,2022/03/06,2022/06/20,-49.4643297612271,-18.0746769540371
"2925",girassol,2022/03/06,2022/06/20,-49.4650609171647,-18.0736338043324
"2926",girassol,2022/03/06,2022/06/20,-49.4589197216903,-18.0714927088876
"2927",girassol,2022/03/06,2022/06/20,-49.4607409087822,-18.07219908982
"2928",girassol,2022/03/06,2022/06/20,-49.4610743579686,-18.0719391991527
"2929",girassol,2022/03/06,2022/06/20,-49.4624420207739,-18.0723040605271
"2930",girassol,2022/03/06,2022/06/20,-49.4642543502615,-18.0754974456828
"2931",girassol,2022/03/06,2022/06/20,-49.4597547609398,-18.0731143374784
"2932",girassol,2022/03/06,2022/06/20,-49.4635591034123,-18.0731815905075
"2933",girassol,2022/03/06,2022/06/20,-49.4648272090937,-18.075504945558
"2934",girassol,2022/03/06,2022/06/20,-49.4581775557797,-18.0721904402765
"2935",girassol,2022/03/06,2022/06/20,-49.4607033846007,-18.0732878520899
"2936",girassol,2022/03/06,2022/06/20,-49.4616046612621,-18.0770192983938
"2937",girassol,2022/03/06,2022/06/20,-49.4627060218579,-18.0707518854727
"2938",girassol,2022/03/06,2022/06/20,-49.4611005372848,-18.0737054224686
"2939",girassol,2022/03/06,2022/06/20,-49.4637123982222,-18.0743934111472
"2940",girassol,2022/03/06,2022/06/20,-49.4574979322488,-18.0716468046733
"2941",girassol,2022/03/06,2022/06/20,-49.4594528093361,-18.0726809053546
"2942",girassol,2022/03/06,2022/06/20,-49.4615846158805,-18.0702448823649
"2943",girassol,2022/03/06,2022/06/20,-49.4636607575221,-18.076422063541
"2944",girassol,2022/03/06,2022/06/20,-49.4644585786057,-18.0732581271646
"2945",girassol,2022/03/06,2022/06/20,-49.4619823902036,-18.0738131797949
"2946",girassol,2022/03/06,2022/06/20,-49.46123436833,-18.0765208294153
"2947",girassol,2022/03/08,2022/06/20,-49.4545159174946,-18.0540571756676
"2948",girassol,2022/03/08,2022/06/20,-49.4555355798121,-18.0527869019607
"2949",girassol,2022/03/08,2022/06/20,-49.4494424791457,-18.0584525256467
"2950",girassol,2022/03/08,2022/06/20,-49.4560287348525,-18.0516023924321
"2951",girassol,2022/03/08,2022/06/20,-49.4532702131848,-18.0552042761377
"2952",girassol,2022/03/08,2022/06/20,-49.4560168659214,-18.051886820838
"2953",girassol,2022/03/08,2022/06/20,-49.4511932054345,-18.0586817057577
"2954",girassol,2022/03/08,2022/06/20,-49.4541471145449,-18.0539180354385
"2955",girassol,2022/03/08,2022/06/20,-49.4522714759159,-18.0561804621735
"2956",girassol,2022/03/08,2022/06/20,-49.4528616799227,-18.0558546396716
"2957",girassol,2022/03/08,2022/06/20,-49.4535991530083,-18.0548940404769
"2958",girassol,2022/03/08,2022/06/20,-49.4536809062167,-18.0514381923249
"2959",girassol,2022/03/08,2022/06/20,-49.4498235339255,-18.0577541544779
"2960",girassol,2022/03/08,2022/06/20,-49.4555767639337,-18.0509609519999
"2961",girassol,2022/03/08,2022/06/20,-49.4538051150015,-18.0528804312095
"2962",girassol,2022/03/08,2022/06/20,-49.455304156748,-18.0512759533909
"2963",girassol,2022/03/08,2022/06/20,-49.4541525665294,-18.0510895450674
"2964",girassol,2022/03/08,2022/06/20,-49.4513162185481,-18.0582271920934
"2965",girassol,2022/03/08,2022/06/20,-49.4520495346057,-18.0553913289875
"2966",girassol,2022/03/08,2022/06/20,-49.4517815495995,-18.053793399045
"2967",girassol,2022/03/08,2022/06/20,-49.4537853639163,-18.0534843040535
"2968",girassol,2022/03/08,2022/06/20,-49.4522724565254,-18.0524403907084
"2969",girassol,2022/03/08,2022/06/20,-49.4568571149075,-18.052345818426
"2970",girassol,2022/03/08,2022/06/20,-49.4512289459197,-18.0530573659138
"2971",girassol,2022/03/08,2022/06/20,-49.4518834162559,-18.0594836287075
"2972",girassol,2022/03/08,2022/06/20,-49.4507167624868,-18.0581212508092
"2973",girassol,2022/03/08,2022/06/20,-49.456024541659,-18.052196435823
"2974",girassol,2022/03/08,2022/06/20,-49.4513559145716,-18.0565473730602
"2975",girassol,2022/03/08,2022/06/20,-49.4514115699046,-18.0533722175869
"2976",girassol,2022/03/08,2022/06/20,-49.4501578413621,-18.0575697548399
"2977",girassol,2022/03/08,2022/06/20,-49.4513102964522,-18.0579377057196
